z_mm,center_x_mm,center_y_mm,extent_x_mm,extent_y_mm,offset_from_reference_mm,jump_from_previous_mm
0.1,0.000777081740908514,0.0,25.698445853963445,25.694919538498155,0.000777081740908514,0.0
0.30000000000000004,0.002331245222724654,0.0,26.09533756189034,26.09484086036751,0.002331245222724654,0.0015541634818161398
0.5000000000000001,0.0038854087045399055,0.0,26.49222926981723,26.49476218223686,0.0038854087045399055,0.0015541634818152517
0.7000000000000001,0.005316652901131924,0.0,26.88936681631457,26.89468345758553,0.005316652901131924,0.0014312441965920186
0.9000000000000001,0.005395784608584364,0.0,27.28920858779019,27.294604221206505,0.005395784608584364,7.913170745244003e-05
1.1000000000000003,0.005474916316037692,0.0,27.689050359265806,27.69452498482748,0.005474916316037692,7.91317074533282e-05
1.3000000000000003,0.005554048023489244,0.0,28.088892130741424,28.09444574844846,0.005554048023489244,7.913170745155185e-05
1.5000000000000004,0.0044915617728626955,0.0,28.491017161393554,28.494366535325177,0.0044915617728626955,0.0010624862506265487
1.7000000000000004,0.002858266441128521,0.0,28.894283821838076,28.89428733382977,0.002858266441128521,0.0016332953317341747
1.9000000000000004,0.0012249711093925697,0.0,29.2975504822826,29.29420813233436,0.0012249711093925697,0.001633295331735951
2.1000000000000005,0.0,-8.487697368764202e-05,29.600000381469727,29.594318389811633,8.487697368764202e-05,0.0012279081071109661
2.3000000000000007,-0.12049369240128893,0.07958220024093343,29.998261392616747,29.999256419961227,0.14440241169621945,0.14444920595287752
2.5000000000000004,-0.08017436969517,-0.12028672726821643,29.999054410122163,29.999768704982422,0.1445573461049838,0.2038951592538135
2.7000000000000006,0.11974022291234832,-0.080129508744748,29.99874243629825,29.998295209910914,0.14407796207183635,0.20390793642468066
2.900000000000001,0.08121637501384793,0.11876605951203434,29.999097430670155,29.998921076927687,0.1438800766694474,0.20259203816807597
3.1000000000000005,-0.11878390364402414,0.0817050975953455,29.999700649163373,29.999481605012143,0.14417121327774746,0.20340507948774714
3.3000000000000007,-0.08179508755207276,-0.11789109144818966,29.998218095937062,29.99920785978935,0.1434877896913067,0.20299460878699913
3.500000000000001,0.117566483606665,-0.08256416377909392,29.998468477305963,29.999524602555525,0.14366182237524788,0.20246735014174008
3.7000000000000006,0.08319439983032328,0.11719641871514686,29.998979483847435,29.999855114592677,0.1437230278096858,0.20269615305073313
3.900000000000001,-0.1163920663791469,0.08323845287563536,29.999011636781045,29.998485338210305,0.1430935119183854,0.20245468860449098
