z_mm,center_x_mm,center_y_mm,extent_x_mm,extent_y_mm,offset_from_reference_mm,jump_from_previous_mm
0.1,0.0007770817409094022,0.0,25.69844585396344,25.69491953849815,0.0007770817409094022,0.0
0.30000000000000004,0.002331245222725542,0.0,26.095337561890336,26.094840860367505,0.002331245222725542,0.0015541634818161398
0.5000000000000001,0.0038854087045399055,0.0,26.49222926981723,26.49476218223686,0.0038854087045399055,0.0015541634818143635
0.7000000000000001,0.005316652901131924,0.0,26.88936681631457,26.89468345758553,0.005316652901131924,0.0014312441965920186
0.9000000000000001,0.005395784608584364,0.0,27.28920858779019,27.294604221206505,0.005395784608584364,7.913170745244003e-05
1.1000000000000003,0.005474916316037692,0.0,27.689050359265806,27.69452498482748,0.005474916316037692,7.91317074533282e-05
1.3000000000000003,0.005554048023489244,0.0,28.088892130741424,28.09444574844846,0.005554048023489244,7.913170745155185e-05
1.5000000000000004,0.0044915617728626955,-0.00016347373760705608,28.491017161393554,28.494693482800393,0.004494535662593935,0.0010749886955952986
1.7000000000000004,0.002858266441128521,-0.000408684358632172,28.894283821838076,28.895104702547034,0.0028873361344796847,0.0016515997969629842
1.9000000000000004,0.0012249711093925697,-0.0006538949796572879,29.2975504822826,29.295515922293674,0.0013885722391245867,0.0016515997969647409
2.1000000000000005,1.444349609691642e-05,-0.000948026345481523,29.69997376643192,29.696683737906852,0.0009481363648265758,0.0012457489164807252
2.3000000000000007,-0.08557924109664494,0.06429082391857754,29.9285640078688,29.968761850878117,0.10703792106915766,0.10762149611456855
2.5000000000000004,-0.07991422875532805,-0.12040805547214806,29.998176022480468,29.99980840561853,0.14451430302964058,0.18478573649775318
2.7000000000000006,0.11971151860766849,-0.08086988617171986,29.998327060382707,29.99584388522269,0.14446724949545167,0.2035035769756007
2.900000000000001,0.08121200848999521,0.11907899919977538,29.999396466764836,29.99738322085174,0.14413604120205037,0.20362163205466205
3.1000000000000005,-0.11901083363841458,0.08156233734247653,29.99947048345287,29.999057137341246,0.14427748748879132,0.20370735486695865
3.3000000000000007,-0.0817118064841944,-0.11816211053424563,29.99765864739701,29.998335410249815,0.14366316049989197,0.20317744093848797
3.500000000000001,0.11772060509279303,-0.08254762238565672,29.99812354378959,29.999760500449383,0.14377847830930157,0.20258745902325467
3.7000000000000006,0.08327276369267977,0.1176116560673961,29.998630199416294,29.999461237537904,0.14410709495348367,0.20310192152703552
3.900000000000001,-0.1164746795430931,0.08304604010468619,29.998264616589985,29.99809789421088,0.1430489278244873,0.20271611402675874
4.1000000000000005,-0.0843004868550068,-0.11637377658794534,29.999447976583056,29.998214827276346,0.14369908824113042,0.20199861872016076
4.300000000000001,0.11593917342427584,-0.08458421415094364,29.999476656554954,29.998837350593632,0.14351439376535374,0.2027473744064237
4.500000000000001,0.08484401491131432,0.11501569096866593,29.997967361558196,29.998068154058444,0.142923462158146,0.20200750235251994
4.7,-0.11473738454964266,0.08563401778741575,29.99838861310674,29.999805644186942,0.14317071074667478,0.20173254008643196
4.9,-0.08629014870892249,-0.11453504563969652,29.998395772060032,29.999457993795296,0.14340246317234345,0.20218036299370137
5.1000000000000005,0.11332739439226103,-0.08617867870960083,29.99798583732343,29.998406714578287,0.1423722690128653,0.20162154413461644
5.300000000000001,0.08738319043192266,0.11338519682677273,29.999471414545752,29.99847720700382,0.14315035742011842,0.20124324122373113
5.500000000000001,-0.11285843807445062,0.08759556759209808,29.99945437470136,29.99858844125699,0.1428636080546282,0.20189555409405724
5.700000000000001,-0.08797386686110098,-0.1118645394800577,29.998247010468667,29.997771980259266,0.14231330381794988,0.20100640834985364
5.9,0.11174125114130007,-0.0887140691790469,29.99862447760739,29.999821792148026,0.14267548239598776,0.20105241265369325
6.1000000000000005,0.08929660465453093,0.11144958389295301,29.998132466857534,29.999425471988232,0.14281069061082216,0.20141809791338008
6.300000000000001,-0.11017612491825446,0.08930930106100465,29.997679260889765,29.99868640330415,0.14182711221063474,0.20069768799638982
6.500000000000001,-0.09045918059199476,-0.11038343504930204,29.999466564213186,29.99870980537614,0.14271428129888963,0.20066376541066253
6.700000000000001,0.10976956601372123,-0.09059513226458638,29.999403938676917,29.998308898799124,0.14232651057648607,0.2012041945248548
6.900000000000001,0.09110128008405027,0.10870938558812604,29.998498511594924,29.99744578002621,0.1418350229946766,0.2001769110962953
7.100000000000001,-0.10873264471077526,0.09178672000107913,29.998831620663154,29.999807870965654,0.1422940265589395,0.2005491812735096
7.300000000000001,-0.09229192155083155,-0.10835585200385012,29.997840151276854,29.999362878051073,0.14233337432599957,0.20081669877470398
7.500000000000001,0.1070206079782583,-0.09243666705400955,29.997342889765985,29.998936274015,0.14141410095209692,0.19994725523685375
7.700000000000001,0.09352744621180609,0.10736937703258853,29.999432272784148,29.998912450918848,0.1423922972610121,0.20026113119622396
7.900000000000001,-0.10667303093178049,0.09358274033468295,29.999324355293616,29.99800058822497,0.14190442141357432,0.2006746182255239
